0.21678876876831055,temperature,59.68,ctrSign,0.0,heater,0.0
0.7168838977813721,temperature,59.71,ctrSign,0.0,heater,0.0
1.2171244621276855,temperature,59.76,ctrSign,0.0,heater,0.0
1.7178943157196045,temperature,60.0,ctrSign,0.0,heater,0.0
2.2179765701293945,temperature,59.58,ctrSign,0.0,heater,0.0
2.717435598373413,temperature,59.32,ctrSign,0.0,heater,0.0
2.803043842315674,Irms,0.04
3.21754789352417,temperature,59.46,ctrSign,0.0,heater,0.0
3.718524694442749,temperature,59.68,ctrSign,0.0,heater,0.0
4.218435764312744,temperature,59.39,ctrSign,0.0,heater,0.0
